%time,field.header.seq,field.header.stamp,field.header.frame_id,field.level,field.name,field.msg,field.file,field.function,field.line,field.topics0
1583762851050476711,5822,1583762848056871561,,2,/record_1583762844457081538,Subscribing to /chatter,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851050598804,5823,1583762848283472804,,2,/record_1583762844457081538,Subscribing to /robomuse_diff/calibrated_odometry,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851050662408,5824,1583762848480061993,,2,/record_1583762844457081538,Subscribing to /laser_status,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851050731643,5825,1583762848626378540,,2,/record_1583762844457081538,Subscribing to /lmotor_current_avg,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851050952484,5826,1583762848857770821,,2,/record_1583762844457081538,Subscribing to /lwheel,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851051025524,5827,1583762849023992052,,2,/record_1583762844457081538,Subscribing to /lmotor_cmd,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851051195514,5828,1583762849232302385,,2,/record_1583762844457081538,Subscribing to /rmotor_cmd,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851051613172,5829,1583762849396602456,,2,/record_1583762844457081538,Subscribing to /lwheel_ticks,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851051646187,5830,1583762849581836477,,2,/record_1583762844457081538,Subscribing to /odom_yaw,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851051864866,5831,1583762849765990202,,2,/record_1583762844457081538,Subscribing to /robomuse_diff/parameter_descriptions,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851051949458,5832,1583762849891355506,,2,/record_1583762844457081538,Subscribing to /robomuse_diff/cmd_vel,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851052005826,5833,1583762850059849832,,2,/record_1583762844457081538,Subscribing to /rmotor_current_avg,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851052205698,5834,1583762850261748866,,2,/record_1583762844457081538,Subscribing to /odom_ekf_yaw,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851052565841,5835,1583762850453712557,,2,/record_1583762844457081538,Subscribing to /rwheel,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851052672325,5836,1583762850791097836,,2,/record_1583762844457081538,Subscribing to /odometry_calibrated/parameter_updates,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762852715166663,5837,1583762852685636894,,2,/odometry_calibration_service,20 percent calibration complete,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,calibration_protocol,164,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762854522488969,5838,1583762854485687729,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273691,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762854537515585,5839,1583762854485812352,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.230515,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762854554007896,5840,1583762854485921518,,2,/odometry_calibration_service,No. of Values at point P1= 1,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762854715913956,5841,1583762854685665221,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273691,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762854736623197,5842,1583762854685752592,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.230648,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762854914773512,5843,1583762854685815771,,2,/odometry_calibration_service,No. of Values at point P1= 2,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762854937413666,5844,1583762854885701843,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273692,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762854944075971,5845,1583762854885819315,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.230383,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762854944087795,5846,1583762854885958724,,2,/odometry_calibration_service,No. of Values at point P1= 3,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762855117017464,5847,1583762855085732120,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273692,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762855134154048,5848,1583762855085832826,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.230138,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762855134165809,5849,1583762855085900641,,2,/odometry_calibration_service,No. of Values at point P1= 4,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762855314843432,5850,1583762855285691604,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273692,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762855335493982,5851,1583762855285869655,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.229955,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
